category	author	title	type	collection	year	course
Required	"[{:family=>""Chisholm"", :given=>""S.W.""}]"	What Limits Phytoplankton Growth	article-journal	Oceanus	1992	5
Required	"[{:family=>""Falkowski"", :given=>""Paul G.""}]"	The Ocean’s Invisible Forest	book		2002-08	5
Required	"[{:family=>""Galloway"", :given=>""James""}, {:others=>true}]"	Transformation of the Nitrogen Cycle: Recent Trends	article-journal	Science	2008	5
Required	"[{:family=>""Oki"", :given=>""Taikan""}, {:family=>""Kanae"", :given=>""Shinjiro""}]"	Global Hydrological Cycles and World Water Resources	article-journal	Science	2006	5
Required	"[{:family=>""Filippelli"", :given=>""Gabriel M.""}]"	The Global Phosphorus Cycle: Past	article-journal	Elements	2008	5
Required	"[{:family=>""Canadell"", :given=>""Josep G.""}, {:others=>true}]"	Contributions to Accelerating Atmospheric CO2 Growth from Economic Activity	article-journal	PNAS	2007	5
Required	"[{:family=>""Field"", :given=>""Christopher B.""}, {:family=>""Behrenfeld"", :given=>""Michael J.""}, {:family=>""Randerson"", :given=>""James T.""}, {:family=>""Falkowski"", :given=>""Paul""}]"	Primary Production of the Biosphere: Integrating Terrestrial and Oceanic Components	article-journal	Science	1998	5
Required	"[{:family=>""Falkowski"", :given=>""Paul""}, {:others=>true}]"	The Global Carbon Cycle: A Test of Our Knowledge of Earth as a System	article-journal	Science	2000	5
Required	"[{:family=>""Doney"", :given=>""Scott C.""}, {:family=>""Fabry"", :given=>""Victoria J.""}, {:family=>""Feely"", :given=>""Richard A.""}, {:family=>""Kleypas"", :given=>""Joan A.""}]"	Ocean Acidification: The Other CO2 Problem	article-journal	Annual Review of Marine Science	2009	5
Required	"[{:family=>""Redfield"", :given=>""Alfred C.""}]"	On the Proportions of Organic Derivatives in Seawater and their Relation to the Composition of Plankton	chapter	Chapter 5 in James Johnstone Memorial Volume	1934	5
Required	"[{:family=>""Likens"", :given=>""Gene""}]"	Some Perspectives on Long-term Biogeochemical Research from the Hubbard Brook Ecosystem Study	article-journal	Ecology	2004	5
Required		A Changing Climate of Opinion?	article-journal	The Economist	2008-09-04	5
Required	"[{:family=>""Lovelock"", :given=>""James""}]"	A Geophysiologist’s Thoughts on Geoengineering	article-journal	Philosophical Transactions of the Royal Society A	2008	5
Required	"[{:family=>""Schiermeier"", :given=>""Quirin""}]"	Mixing the Oceans Proposed to Reduce Global Warming	article-journal	Naturenews	2007-09-26	5
Required	"[{:family=>""Kintisch"", :given=>""Eli""}]"	Scientists Say Continued Warming Warrants Closer Look at Drastic Fixes	article-journal	Science	2007	5
Required	"[{:family=>""Carpenter"", :given=>""Stephen""}, {:others=>true}]"	Ecosystem Experiments	article-journal	Science	1995	5
Required	"[{:family=>""Beddington"", :given=>""John""}]"	The Primary Requirements	article-journal	Nature	1995	5
Required	"[{:family=>""Pauly"", :given=>""Daniel""}, {:family=>""Christensen"", :given=>""V.""}]"	Primary Production Required to Sustain Global Fisheries	article-journal	Nature	1995	5
Required	"[{:family=>""Pauley"", :given=>""Daniel""}, {:others=>true}]"	Fishing Down Aquatic Food Webs	article-journal	American Scientist	2000	5
Required	"[{:family=>""Stapp"", :given=>""Paul""}, {:family=>""Polis"", :given=>""Gary A.""}, {:family=>""Piñero"", :given=>""Francisco Sánchez""}]"	Stable Isotopes Reveal Strong Marine and El Niño Effects on Island Food Webs	article-journal	Nature	1999	5
Required	"[{:family=>""Peterson"", :given=>""Bruce""}, {:family=>""Howarth"", :given=>""Robert""}, {:family=>""Garritt"", :given=>""Robert""}]"	Sulfur and Carbon Isotopes as Tracers of Salt-Marsh Organic Matter Flow	article-journal	Ecology	1986	5
Required	"[{:family=>""Dunne"", :given=>""Jennifer""}, {:family=>""Williams"", :given=>""Richard""}, {:family=>""Martinez"", :given=>""Neo""}]"	Network Structure and Biodiversity Loss in Food Webs: Robustness Increases with Connectance	article-journal	Ecology Letters	2002	5
Required	"[{:family=>""Bol"", :given=>""Roland""}, {:family=>""Pflieger"", :given=>""Christian""}]"	Stable Isotope Analysis of the Hair of Modern Humans and Their Domestic Animals	article-journal	Rapid Communications in Mass Spectrometry	2002	5
Required	"[{:family=>""Smil"", :given=>""Vaclav""}]"	How Many Billions to Go?	article-journal	Nature	1999	5
Required	"[{:family=>""Palumbi"", :given=>""Stephen""}]"	Humans as the World’s Greatest Evolutionary Force	article-journal	Science	2001	5
Required	"[{:family=>""Cohen"", :given=>""Joel""}]"	Population Growth and Earth’s Human Carrying Capacity	article-journal	Science	1995	5
Required	"[{:family=>""Tilman"", :given=>""David""}, {:others=>true}]"	Agricultural Sustainability and Intensive Production Practices	article-journal	Nature	2002	5
Required	"[{:family=>""Wackernagel"", :given=>""Mathis""}, {:others=>true}]"	National Natural Capital Accounting with the Ecological Footprint Concept	article-journal	Ecological Economics	1999	5
Required	"[{:family=>""Hindell"", :given=>""Mark""}]"	Some Life-History Parameters of a Declining Population of Southern Elephant Seals	article-journal	Journal of Animal Ecology	1991	5
Required	"[{:family=>""Lauer"", :given=>""Thomas""}, {:family=>""Spacie"", :given=>""Anne""}]"	Space as a Limiting Resource in Freshwater Systems: Competition between Zebra Mussels (Dreissena polymorpha) and Freshwater Sponges (Porifera	article-journal	Hydrobiologia	2004	5
Required	"[{:family=>""Byers"", :given=>""James""}]"	Competition Between Two Estuarine Snails: Implications For Invasions of Exotic Species	article-journal	Ecology	2000	5
Required	"[{:family=>""Turchin"", :given=>""P.""}, {:family=>""Oksanen"", :given=>""L.""}, {:family=>""Ekerholm"", :given=>""P.""}, {:family=>""Oksanen"", :given=>""T.""}, {:family=>""Henttonen"", :given=>""H.""}]"	Are Lemmings Prey or Predators?	article-journal	Nature	2000	5
Required	"[{:family=>""Gilg"", :given=>""Olivier""}, {:family=>""Hanski"", :given=>""Ilkka""}, {:family=>""Sittler"", :given=>""Benoit""}]"	Cyclic Dynamics in a Simple Vertebrate Predator-Prey Community	article-journal	Science	2003	5
Required	"[{:family=>""Hudson"", :given=>""Peter J.""}, {:family=>""Bjørnstad"", :given=>""Ottar N.""}]"	Vole Stranglers and Lemming Cycles	article-journal	Science	2003	5
Required	"[{:family=>""Myers"", :given=>""Norman""}, {:others=>true}]"	Biodiversity Hotspots for Conservation Priorities	article-journal	Nature	2000	5
Required	"[{:family=>""Worm"", :given=>""Boris""}, {:others=>true}]"	Impacts of Biodiversity Loss on Ocean Ecosystem Services	article-journal	Science	2006	5
Required	"[{:family=>""Layard"", :given=>""Richard""}]"	Happiness: Has Social Science a Clue?	article-journal	Lionel Robbins Memorial Lectures	March 3-5	5
Required	"[{:family=>""Turner"", :given=>""Graham""}]"	A Comparison of ‘The Limits to Growth’ with 30 Years of Reality	article-journal	Global Environmental Change	2008	5
Required	"[{:family=>""Porter"", :given=>""M.E.""}]"	Competitive Advantage: Creating and Sustaining Superior Performance			1985	43
Required	"[{:family=>""Porter"", :given=>""M.E.""}]"	Market Segmentation			chapter 7	43
Required	"[{:family=>""Porter"", :given=>""M.E.""}, {:family=>""Millar"", :given=>""V.E.""}]"	How Information Gives You Competitive Advantage	article-journal	Harvard Business Review	1985-07	43
Required	"[{:family=>""Porter"", :given=>""M.E.""}, {:family=>""Rivkin"", :given=>""J.W.""}]"	Industry Transformation	book			43
Required	"[{:family=>""Porter"", :given=>""M.E.""}]"	Strategy in Fragmented Industries	book		Chapter 9	43
Required	"[{:family=>""Tovar"", :given=>""M.L.""}, {:family=>""Cacace"", :given=>""K.""}, {:family=>""Matsushima"", :given=>""S.""}]"	B2Bilt - A Study of Changes in Building Industry Processes	book		2002	43
Required	"[{:family=>""Williams"", :given=>""E.G.""}]"	Fourier Acoustics: Sound Radiation and Nearfield Acoustical Holography			1999	94
Optional	"[{:family=>""Slocum"", :given=>""Alexander H.""}]"	Creating Ideas	chapter	Chapter 2 in Fundamentals of Design		80
Optional	"[{:family=>""Newman"", :given=>""Dava""}]"	Introduction to Engineering,” and “Design: Lighter-Than-Air (LTA) Vehicle Module.” Chapters 2 and 12 in Interactive Aerospace Engineering and Design			2001	80
Optional	"[{:family=>""Belden"", :given=>""Jesse""}]"	3 Methods for Dimensional Analysis				80
Optional	"[{:family=>""White"", :given=>""Frank M.""}]"	Dimensional Analysis and Similarity,” and “Experimental External Flow.” Chapter 5 and Section 7.6 in Fluid Mechanics			2006	80
Optional	"[{:family=>""Taylor"", :given=>""Geoffrey""}]"	The Formation of a Blast Wave by a Very Intense Explosion II. The Atomic Explosion of 1945	paper-conference	Proceedings of the Royal Society of London A 201	1950-03-22	80
Required	"[{:family=>""Slocum"", :given=>""Alexander H.""}]"	Design Is A Passionate Process	chapter	Chapter 1 in Fundamentals of Design		80
Required	"[{:family=>""Kent"", :given=>""Adrian""}]"	A Critical Look at Risk Assessments for Global Catastrophes	article-journal	Risk Analysis	2004	80
Required	"[{:family=>""Calogero"", :given=>""Francesco""}]"	Might A Laboratory Experiment Destroy Planet Earth?	article-journal	Interdisciplinary Science Reviews	2000	80
Required	"[{:family=>""Overbye"", :given=>""Dennis""}]"	Gauging a Collider’s Odds of Creating a Black Hole	article-journal	New York Times	2008-04-15	80
Optional	"[{:family=>""Jaffe"", :given=>""R.L.""}, {:others=>true}]"	Review of Speculative ‘Disaster Scenarios’ at RHIC	article-journal	Reviews of Modern Physics	2000	80
Optional	"[{:family=>""Johnson"", :given=>""George""}]"	Physicists Strive to Build a Black Hole	article-journal	New York Times	2001-09-11	80
Optional	"[{:family=>""Overbye"", :given=>""Dennis""}]"	Asking a Judge to Save the World	article-journal	New York Times	2008-03-29	80
Optional	"[{:family=>""Nizza"", :given=>""Mike""}]"	Hawking Anticipates Collider’s Start	article-journal	New York Times	2008-09-09	80
Optional	"[{:family=>""Overbye"", :given=>""Dennis""}]"	A Giant Takes On Physics’ Biggest Questions	article-journal	New York Times	2005-05-15	80
Optional	"[{:family=>""Dar"", :given=>""Arnon""}, {:family=>""Rújula"", :given=>""A."", :particle=>""De""}, {:family=>""Heinz"", :given=>""Ulrich""}]"	Will Relativistic Heavy Ion Colliders Destroy Our Planet?	article-journal	Physical Review Letters B	1999	80
Optional	"[{:given=>""AssociatedPress""}]"	Particle Collider Fires	article-journal	September	2008	80
Optional	"[{:family=>""Dias"", :given=>""Antonio_""}]"	Designer and Client	book		1998	156
Optional	"[{:family=>""Herreshoff"", :given=>""L.Francis Capt""}]"	Nat Herreshoff	book		1996	156
Optional	"[{:family=>""Herreshoff"", :given=>""L.Francis Capt""}]"	The Common Sense of Yacht Design	book		1946	156
Optional	"[{:family=>""Chapelle"", :given=>""Howard I.""}]"	American Small Sailing Craft			1951	156
Optional	"[{:family=>""Skene"", :given=>""Norman L.""}]"	Elements of Yacht Design	book		1927	156
Optional	"[{:family=>""Stephens"", :given=>""W.P.""}]"	Traditions and Memories of American Yachting	book		1981	156
Required	"[{:family=>""Slocum"", :given=>""A.H.""}]"	Precision Machine Design	book		1995	143
Optional	"[{:family=>""Roark"", :given=>""R.J.""}, {:family=>""Young"", :given=>""W.C.""}]"	Formulas for Stress and Strain	book			143
Required	"[{:family=>""McCloud"", :given=>""Scott""}]"	Understanding Comics: The Invisible Art			1994	81
Required	"[{:family=>""Norman"", :given=>""Donald""}]"	Emotional Design: Why We Love (or Hate) Every Day Things			2005	81
Required	"[{:family=>""Ulrich"", :given=>""Karl T.""}, {:family=>""Eppinger"", :given=>""Steven D.""}]"	Product Design and Development			2003	81
Optional	"[{:family=>""Ashby"", :given=>""Michael""}, {:family=>""Johnson"", :given=>""Kara""}]"	Materials and Design: The Art and Science of Material Selection in Product Design			2002	81
Optional	"[{:family=>""Sutton-Smith"", :given=>""Brian""}]"	Toys as Culture			1986	81
Optional	"[{:family=>""Bee"", :given=>""Helen L.""}, {:family=>""Boyd"", :given=>""Denise Roberts""}]"	The Developing Child			2003	81
Optional	"[{:family=>""Miller"", :given=>""Carolyn Handler""}]"	Tackling Projects for Children.” Chapter 9 in Digital Storytelling: A Creator’s Guide to Interactive Entertainment			2004	81
Required	"[{:given=>""Kuperman""}, {:given=>""Schmidt""}]"	Spectral and modal representations of the Doppler-shifted field in ocean waveguides	article-journal	The Journal of the Acoustical Society of America	1994-07	95
Required	"[{:family=>""Jensen"", :given=>""Kuperman""}]"	Porter	chapter	Computational Ocean Acoustics		95
Required	"[{:family=>""Crichton"", :given=>""Michael""}]"	Prey			2003	180
Required	"[{:family=>""French"", :given=>""A.P.""}]"	Periodic Motions,” “The Free Vibrations of Physical Systems,” and “Forced Vibrations and Resonance	article-journal	Vibrations and Waves	1971	180
Required	"[{:family=>""Rugar"", :given=>""D.""}, {:others=>true}]"	Adventures in Attonewton Force Detection	article-journal	Appl Phys A	2001	180
Required	"[{:family=>""Vettiger"", :given=>""P.""}, {:others=>true}]"	The ‘Millipede’ - More Than One Thousand Tips for Future AFM Data Storage	article-journal	IBM J Res Develop	2000-05	180
Required	"[{:family=>""Beer"", :given=>""F.""}, {:family=>""Johnston"", :given=>""E.R.""}, {:family=>""DeWolf"", :given=>""J.T.""}]"	Pure Bending,” “Analysis and Design of Beams for Bending,” and “Deflection of Beams	article-journal	Mechanics of Materials	2005	180
Required	"[{:family=>""Molloy"", :given=>""J.E.""}, {:family=>""Padgett"", :given=>""M.J.""}]"	Lights	article-journal	Contemporary Physics	2002	180
Required	"[{:family=>""Domke"", :given=>""J.""}, {:others=>true}]"	Mapping the Mechanical Pulse of Single Cardiomyocytes with the Atomic Force Microscope	article-journal	Eur Biophys J	1999	180
Required	"[{:family=>""Guo"", :given=>""X.E.""}, {:others=>true}]"	Intracellular Calcium Waves in Bone Cell Networks Under Single Cell Nanoindentation	article-journal	MCB	2006	180
Required	"[{:family=>""Roylance"", :given=>""D.E.""}]"	Matrix and Index Notation	chapter	From 3.11 Mechanics of Materials	1999	180
Required	"[{:family=>""Shusteff"", :given=>""M.""}, {:family=>""Burg"", :given=>""T.P.""}, {:family=>""Manalis"", :given=>""S.R.""}]"	Measuring Boltzmann’s Constant with a Low-Cost Atomic Force Microscope: An Undergraduate Experiment	article-journal	Am J Phys	2006-10	180
Required	"[{:family=>""Hartgerink"", :given=>""J.D.""}, {:others=>true}]"	Self-Assembly and Mineralization of Peptide-Amphiphile Nanofibers	article-journal	Science	2001-11-23	180
Required	"[{:family=>""Lewis"", :given=>""J.A.""}]"	Colloidal Processing of Ceramics	article-journal	J Am Ceram Soc	2000	180
Required	"[{:family=>""Israelachvili"", :given=>""J.""}]"	Chord Theorem	chapter	Intermolecular Forces		180
Required	"[{:family=>""Halperin"", :given=>""A.""}]"	Polymer Brushes that Resist Adsorption of Model Proteins: Design Parameters	article-journal	Langmuir	1999	180
Required	"[{:family=>""Feynman"", :given=>""R.P.""}]"	There’s Plenty of Room at the Bottom	paper-conference	December 29th 1959 Annual meeting of the American Physical Society at the California Institute of Technology (Caltech		180
Required	"[{:family=>""Drexler"", :given=>""K.E.""}]"	Engines of Construction.” Chapter 1 in Engines of Creation: The Coming Era of Nanotechnology			1987	180
Required		Nanotechnology: Shaping the World Atom by Atom	chapter	Report by the National Science and Technology Council (NSTC) Committee on Technology The Interagency Working Group on Nanoscience	1999	180
Required	"[{:family=>""Shao"", :given=>""J.""}]"	Measuring Piconewton Forces and Its Application in Cellular and Molecular Biomechanics	article-journal	Advances in Biomechanics	2001	180
Required	"[{:family=>""Vliet"", :given=>""K.J."", :particle=>""Van""}, {:family=>""Bao"", :given=>""G.""}, {:family=>""Suresh"", :given=>""S.""}]"	The Biomechanics Toolbox: Experimental Approaches for Living Cells and Biomolecules	article-journal	Acta Materialia	2003	180
Required	"[{:family=>""Heinz"", :given=>""W.F.""}, {:family=>""Hoh"", :given=>""J.H.""}]"	Spatially Resolved Force Spectroscopy of Biological Surfaces using the Atomic Force Microscope	article-journal	Tibtech	1999	180
Required	"[{:family=>""Binning"", :given=>""G.""}, {:family=>""Quate"", :given=>""C.F.""}, {:family=>""Gerber"", :given=>""C.""}]"	Atomic Force Microscope	article-journal	Physical Review Letters	1986	180
Required	"[{:family=>""Baselt"", :given=>""D.""}]"	Atomic Force Microscopy: Measuring Intermolecular Interaction Forces	thesis		1993	180
Required	"[{:family=>""Karp"", :given=>""G.""}]"	Covalent Bonds			Section 2.1	180
Required	"[{:family=>""Dao"", :given=>""M.""}, {:others=>true}]"	Mechanics of the Human Red Blood Cell Deformed by Optical Tweezers	article-journal	J Mech Phys Solids	2003	180
Required	"[{:family=>""Ashby"", :given=>""M.F.""}, {:family=>""Jones"", :given=>""D.R.H.""}]"	Chapter 3 “The Elastic Moduli,” and Chapter 4 “Bonding Between Atoms	chapter	Engineering Materials 1 - An Introduction to Properties	2005	180
Required	"[{:family=>""Vlack"", :given=>""L.H."", :particle=>""Van""}]"	Introduction to Materials: Review of Chemical Bonding	chapter	Chapter 2 in Elements of Materials Science and Engineering	1985	180
Required	"[{:family=>""Israelachvili"", :given=>""J.""}]"	Classification of Forces.” Section 2.6 in Intermolecular and Surface Forces			1992	180
Required	"[{:family=>""Israelachvili"", :given=>""J.""}]"	Contrasts between Intermolecular	chapter	Chapter 10 in Intermolecular and Surface Forces		180
Required	"[{:family=>""Malescio"", :given=>""G.""}]"	Intermolecular Potentials - Past	article-journal	Nature Materials	2003	180
Required	"[{:family=>""Autumn"", :given=>""K.""}]"	How Gecko Toes Stick	article-journal	American Scientist	2006	180
Required	"[{:family=>""Tian"", :given=>""Yu""}, {:others=>true}]"	Adhesion and Friction in Gecko Toe Attachment and Detachment	article-journal	PNAS	2006	180
Required	"[{:family=>""Dupres"", :given=>""V.""}, {:others=>true}]"	Nanoscale Mapping and Functional Analysis of Individual Adhesins on Living Bacteria	article-journal	Nature Methods	2005	180
Required	"[{:family=>""Israelachvili"", :given=>""J.""}]"	Electrostatic Forces Between Surfaces in Liquids	chapter	Chapter 12 in Intermolecular and Surface Forces		180
Required	"[{:family=>""Buckwalter"", :given=>""J.A.""}, {:family=>""Mankin"", :given=>""H.J.""}, {:family=>""Grodinzinsky"", :given=>""A.J.""}]"	Articular Cartilage and Osteoarthritis	article-journal	AAOS Instructional Course Lectures	2005	180
Required	"[{:family=>""Kratky"", :given=>""O.""}, {:family=>""Porod"", :given=>""G.""}]"	X-ray Investigation of Dissolved Chain Molecules	chapter	Recueil des Travaux Chimiques des Pays-Bas et de la Belgique (Recl Trav Chim Pas-Bas	1949	180
Required	"[{:family=>""Fixman"", :given=>""M.""}, {:family=>""Kovac"", :given=>""J.""}]"	Polymer Conformational Statistics. III. Modified Gaussian Models of Stiff Chains	article-journal	J Chem Phys	1973	180
Required	"[{:family=>""Bouchiat"", :given=>""C.""}, {:family=>""Wang"", :given=>""M.D.""}, {:family=>""Allemand"", :given=>""J.F.""}, {:family=>""Strick"", :given=>""T.""}, {:family=>""Block"", :given=>""S.M.""}, {:family=>""Croquette"", :given=>""V.""}]"	Estimating the Persistence Length of a Worm-Like Chain Molecule from Force-Extension Measurements	article-journal	Biophysical Journal	1999	180
Required	"[{:family=>""Odijk"", :given=>""T.""}]"	Stiff Chains and Filaments under Tension	article-journal	Macromolecules	1995	180
Required	"[{:family=>""Rief"", :given=>""M.""}, {:family=>""Grubmuller"", :given=>""H.Helmut""}]"	Force Spectroscopy of Single Biomolecules	article-journal	ChemPhysChem	2002	180
Required	"[{:family=>""Fisher"", :given=>""T.E.""}, {:family=>""Oberhauser"", :given=>""A.F.""}, {:family=>""Carrion-Vazquez"", :given=>""M.""}, {:family=>""Marszalek"", :given=>""P.E.""}, {:family=>""Fernandez"", :given=>""J.M.""}]"	The Study of Protein Mechanics With the Atomic Force Microscope	article-journal	TIBS	1999	180
Required	"[{:family=>""Austin"", :given=>""R.H.""}, {:family=>""Brody"", :given=>""J.P.""}, {:family=>""Cox"", :given=>""E.C.""}, {:family=>""Duke"", :given=>""T.""}, {:family=>""Volkmuth"", :given=>""W.""}]"	Stretch Genes	article-journal	Physics Today	1997	180
Required	"[{:family=>""Clausen-Schaumann"", :given=>""H.""}, {:family=>""Rief"", :given=>""M.""}, {:family=>""Tolksdorf"", :given=>""C.""}, {:family=>""Gaub"", :given=>""H.E.""}]"	Mechanical Stability of Single DNA Molecules	article-journal	Biophysical Journal	2000	180
Required	"[{:family=>""Smith"", :given=>""B.L.""}, {:family=>""Schaffer"", :given=>""T.E.""}, {:family=>""Viani"", :given=>""M.""}, {:family=>""Thompson"", :given=>""J.B.""}, {:family=>""Frederick"", :given=>""N.A.""}, {:family=>""Kindt"", :given=>""J.""}, {:family=>""Belcher"", :given=>""A.""}, {:family=>""Stucky"", :given=>""G.D.""}, {:family=>""Morse"", :given=>""D.E.""}, {:family=>""Hansma"", :given=>""P.K.""}]"	Molecular Mechanistic Origin of the Toughness of Natural Adhesives	article-journal	Nature	1999	180
Required	"[{:family=>""Landingham"", :given=>""M."", :particle=>""Van""}, {:family=>""Villarubia"", :given=>""J.S.""}, {:family=>""Guthrie"", :given=>""W.F.""}, {:family=>""Meyers"", :given=>""G.F.""}]"	Nanoindentation of Polymers: An Overview	article-journal	Macromolecular Symposia	2001	180
Required	"[{:family=>""Oliver"", :given=>""W.C.""}, {:family=>""Pharr"", :given=>""G.M.""}]"	An Improved Technique for Determining Hardness and Elastic-modulus Using Load and Displacement Sensing Indentation Expermiments	article-journal	J Mater Res	1992-06	180
Required	"[{:family=>""Sneddon"", :given=>""Ian""}]"	The Relation Between Load and Penetration in the Axisymmetric Boussinesq Problem for a Punch of Arbitrary Profile	article-journal	Journal of Engineering Science	1965	180
Required	"[{:family=>""Bruet"", :given=>""B.J.F.""}, {:others=>true}]"	Nanoscale Morphology and Indentation of Individual Nacre Tablets From the Gastropod Mollusc Trochus Niloticus	article-journal	J Mater Res	2005-09	180
Required	"[{:family=>""Devore"", :given=>""Jay L.""}]"	Probability and Statistics for Scientists and Engineers	book		2000	4
Required	"[{:family=>""Harr"", :given=>""Jonathan""}]"	A Civil Action	book		1995	40
Optional	"[{:family=>""Fetter"", :given=>""C.W.""}]"	Contaminant Hydrogeology	book		1999	40
Optional	"[{:family=>""Qian"", :given=>""X.""}, {:family=>""Koerner"", :given=>""R.M.""}, {:family=>""Gray"", :given=>""D.H.""}]"	Geotechnical Aspects of Landfill Design and Construction	book		2002	40
Optional	"[{:family=>""McBean"", :given=>""E.A.""}, {:family=>""Rovers"", :given=>""F.A.""}, {:family=>""Farquhar"", :given=>""G.J.""}]"	Solid Waste Landfill Engineering and Design	book		1995	40
Optional	"[{:family=>""Daniel"", :given=>""D.E.""}]"	Geotechnical Practice for Waste Disposal	book		1993	40
Required	"[{:family=>""Manual"", :given=>""U.S.E.P.A.R.C.R.A.Orientation""}]"	EPA/530/R-02/016. Office of Solid Waste and Emergency Response			2002-09	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Transport and Fate of Contaminants in the Subsurface	chapter	Report Number EPA/625/4-89/019. Center for Environmental Research Information	1989-09	40
Required	"[{:family=>""Huling"", :given=>""S.G.""}, {:family=>""Weaver"", :given=>""J.W.""}]"	Dense Nonaqueous Phase Liquids	chapter	EPA Ground Water Issue. Report Number EPA/540/4-91-002. R.S. Kerr Environmental Research Center	1991-03	40
Required	"[{:family=>""Kueper"", :given=>""B.H.""}, {:family=>""McWhorter"", :given=>""D.B.""}]"	The Behavior of Dense	article-journal	Ground Water	September/October 1991	40
Required	"[{:family=>""Newell"", :given=>""C.J.""}, {:family=>""Acree"", :given=>""S.D.""}, {:family=>""Ross"", :given=>""R.R.""}, {:family=>""Huling"", :given=>""S.G.""}]"	Light Nonaqueous Phase Liquids	article-journal	EPA Ground Water	1995-07	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Site Characterization for Subsurface Remediation	chapter	Report Number EPA/625/4-91/026. Office of Research and Development	1991-11	40
Required	"[{:family=>""Grubb"", :given=>""D.G.""}, {:family=>""Sitar"", :given=>""N.""}]"	Evaluation of Technologies for In-Situ Cleanup of DNAPL Contaminated Sites	chapter	Report Number EPA/600/R-94/120. NTIS Number PB94-195039. R.S. Kerr Environmental Research Laboratory	1994-08	40
Required	"[{:family=>""Cohen"", :given=>""R.M.""}, {:family=>""Mercer"", :given=>""J.W.""}, {:family=>""Greenwald"", :given=>""R.M.""}, {:family=>""Beljin"", :given=>""M.S.""}]"	Design Guidelines for Conventional Pump-and-Treat Systems	article-journal	EPA Ground Water	1997-09	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Presumptive Remedies: Site Characterization and Technology Selection for CERCLA Sites With Volatile Organic Compounds In Soils	chapter	Report Number EPA/540/F-93/048. U.S. Environmental Protection Agency	1993-09	40
Required	"[{:family=>""Powell"", :given=>""R.M.""}, {:family=>""Blowes"", :given=>""D.W.""}, {:family=>""Gillham"", :given=>""R.W.""}, {:family=>""Schultz"", :given=>""D.""}, {:family=>""Sivavec"", :given=>""T.""}, {:family=>""Puls"", :given=>""R.W.""}, {:family=>""Vogan"", :given=>""J.L.""}, {:family=>""Powell"", :given=>""P.D.""}, {:family=>""Landis"", :given=>""R.""}]"	Permeable Reactive Barrier Technologies for Contaminant Remediation	article-journal	Report Number EPA/600/R-98/125. Office of Research and Development	1998-09	40
Required	"[{:family=>""Sims"", :given=>""J.L.""}, {:family=>""Suflita"", :given=>""J.M.""}, {:family=>""Russell"", :given=>""H.H.""}]"	In-situ Bioremediation of Contaminated Ground Water. EPA Ground Water Issue	chapter	Report Number EPA/540/S-92/003. R.S. Kerr Environmental Research Laboratory	1992-02	40
Required	"[{:family=>""Pivetz"", :given=>""B.E.""}]"	Phytoremediation of Contaminated Soil and Ground Water at Hazardous Waste Sites	chapter	EPA Ground Water Issue. Report Number EPA/540/S-01/500. R.S. Kerr Environmental Research Laboratory	2001-02	40
Required	"[{:family=>""Pope"", :given=>""D.F.""}, {:family=>""Jones"", :given=>""J.N.""}]"	Monitored Natural Attenuation of Chlorinated Solvents	chapter	U.S. EPA Remedial Technology Fact Sheet. Report Number EPA/600/F-98/022. Office of Research and Development	1999-05	40
Required	"[{:family=>""Pope"", :given=>""D.F.""}, {:family=>""Jones"", :given=>""J.N.""}]"	Monitored Natural Attenuation of Petroleum Hydrocarbons	chapter	U.S. EPA Remedial Technology Fact Sheet. Report Number EPA/600/F-98/021. Office of Research and Development	1999-05	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Use of Monitored Natural Attenuation at Superfund	chapter	Report Number OSWER Directive 9200.4-17. U.S. Environmental Protection Agency	1997-11	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Guidance for Evaluating Technical Impractibility of Ground-Water Restoration	chapter	OSWER Directive 9234.2-25. Report Number EPA-540-R-93-080. Office of Solid Waste and Emergency Response	1993-09	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Risk Assessment Guidance for Superfund (RAGS) Part A	chapter	Report Number EPA/540/1-89/002. Office of Emergency and Remedial Response	1989-12	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Rules of Thumb for Superfund Remedy Selection	chapter	Report Number EPA/540/R-97/013. U.S. Environmental Protection Agency	1997-08	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Design	report		1994-09	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Design and Construction of RCRA/CERCLA Final Covers	chapter	Report Number EPA/625/4-91/025. U.S. Environmental Protection Agency	1991-05	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Requirements for Hazardous Waste Landfill Design	report		1989-08	40
Required	"[{:family=>""EPA"", :given=>""U.S.""}]"	Geosynthetic Clay Liners Used in Municipal Solid Waste Landfills	chapter	Report Number EPA-530-F-97-002. Office of Solid Waste and Emergency Response	2001-12	40
